Epoch,Loss,Value
0,recon_loss,84210.2801188151
0,kl_loss,3225.4240179125945
0,kl_loss_0,141.54205475557183
0,kl_loss_1,338.1655973155362
0,kl_loss_2,123.44225467252028
0,kl_loss_3,604.6812882735704
0,kl_loss_4,284.5336145105979
0,kl_loss_5,628.8574288931882
0,kl_loss_6,348.23939297741487
0,kl_loss_7,63.93717912464506
0,kl_loss_8,208.7702603612509
0,kl_loss_9,483.25494239827
0,loss,87435.70413479276
